-5.5,2.2022e-05,0,0,0
-5.5,1.001e-05,0,0,0
-5.5,2.4024e-05,0,0,0
-5.5,1.001e-05,0,0,0
-5.5,3.4034e-05,0,0,0
-5.5,1.2012e-05,0,0,0
-5.5,1.2012e-05,0,0,0
-5.5,1.2012e-05,0,0,0
-5.5,2.2022e-05,0,0,0
-5.5,2.002e-05,0.001,0,0
-5.495,2.2022e-05,0,0,0
-5.495,1.001e-05,0.001,0,0
-5.495,1.8018e-05,0,0,0
-5.495,1.6016e-05,0,0,0
-5.495,1.6016e-05,0,0,0
-5.495,2.2022e-05,0,0,0
-5.495,2.6026e-05,0,0,0
-5.495,1.6016e-05,0,0,0
-5.495,2.4024e-05,0.001,0,0
-5.495,1.6016e-05,0,0,0
-5.49,2.2022e-05,0.001,0,0
-5.49,1.6016e-05,0.001,0,0
-5.49,1.4014e-05,0,0,0
-5.49,1.2012e-05,0,0,0
-5.49,1.6016e-05,0,0,0
-5.49,3.2032e-05,0,0,0
-5.49,1.6016e-05,0,0,0
-5.49,2.002e-05,0,0,0
-5.49,1.2012e-05,0,0,0
-5.49,1.001e-05,0,0,0
-5.485,1.4014e-05,0,0,0
-5.485,2.8028e-05,0,0,0
-5.485,1.2012e-05,0,0,0
-5.485,2.002e-05,0,0,0
-5.485,1.6016e-05,0,0,0
-5.485,8.00801e-06,0,0,0
-5.485,1.8018e-05,0,0,0
-5.485,1.2012e-05,0,0,0
-5.485,1.8018e-05,0,0,0
-5.485,1.2012e-05,0,0,0
-5.48,1.6016e-05,0.001,0,0
-5.48,1.2012e-05,0,0,0
-5.48,1.6016e-05,0,0,0
-5.48,2.002e-05,0,0,0
-5.48,6.00601e-06,0,0,0
-5.48,3.2032e-05,0.001,0,0
-5.48,2.002e-05,0,0,0
-5.48,1.4014e-05,0.001,0,0
-5.48,1.4014e-05,0,0,0
-5.48,1.8018e-05,0,0,0
-5.475,8.00801e-06,0,0,0
-5.475,2.8028e-05,0,0,0
-5.475,1.8018e-05,0,0,0
-5.475,1.8018e-05,0,0,0
-5.475,1.4014e-05,0,0,0
-5.475,3.4034e-05,0,0,0
-5.475,1.4014e-05,0,0,0
-5.475,2.8028e-05,0.001,0,0
-5.475,1.4014e-05,0,0,0
-5.475,1.001e-05,0,0,0
-5.47,2.2022e-05,0,0,0
-5.47,2.2022e-05,0,0,0
-5.47,1.001e-05,0,0,0
-5.47,1.2012e-05,0,0,0
-5.47,1.001e-05,0,0,0
-5.47,1.4014e-05,0,0,0
-5.47,1.6016e-05,0.001,0,0
-5.47,1.001e-05,0,0,0
-5.47,1.8018e-05,0.001,0,0
-5.47,1.001e-05,0,0,0
-5.465,1.8018e-05,0,0,0
-5.465,2.2022e-05,0,0,0
-5.465,1.4014e-05,0,0,0
-5.465,1.6016e-05,0.001,0,0
-5.465,3.003e-05,0,0,0
-5.465,1.6016e-05,0.001,0,0
-5.465,2.002e-05,0,0,0
-5.465,2.2022e-05,0.001,0,0
-5.465,2.4024e-05,0,0,0
-5.465,1.8018e-05,0,0,0
-5.46,1.4014e-05,0,0,0
-5.46,6.00601e-06,0,0,0
-5.46,2.4024e-05,0,0,0
-5.46,1.8018e-05,0,0,0
-5.46,1.6016e-05,0,0,0
-5.46,2.2022e-05,0,0,0
-5.46,1.8018e-05,0,0,0
-5.46,2.002e-05,0,0,0
-5.46,2.4024e-05,0,0,0
-5.46,1.2012e-05,0,0,0
-5.455,1.4014e-05,0,0,0
-5.455,2.2022e-05,0.001,0,0
-5.455,1.001e-05,0,0,0
-5.455,2.2022e-05,0,0,0
-5.455,1.8018e-05,0.001,0,0
-5.455,3.2032e-05,0.002,0,0
-5.455,1.001e-05,0,0,0
-5.455,2.2022e-05,0,0,0
-5.455,2.002e-05,0,0,0
-5.455,1.001e-05,0,0,0
-5.45,8.00801e-06,0,0,0
-5.45,1.2012e-05,0,0,0
-5.45,1.8018e-05,0,0,0
-5.45,2.4024e-05,0.002,0,0
-5.45,1.6016e-05,0,0,0
-5.45,1.6016e-05,0,0,0
-5.45,2.002e-05,0,0,0
-5.45,1.4014e-05,0,0,0
-5.45,3.2032e-05,0,0,0
-5.45,2.4024e-05,0,0,0
-5.445,2.2022e-05,0,0,0
-5.445,8.00801e-06,0,0,0
-5.445,1.001e-05,0,0,0
-5.445,2.002e-05,0,0,0
-5.445,1.001e-05,0,0,0
-5.445,1.2012e-05,0,0,0
-5.445,2.8028e-05,0.001,0,0
-5.445,1.8018e-05,0,0,0
-5.445,1.8018e-05,0,0,0
-5.445,2.6026e-05,0,0,0
-5.44,2.4024e-05,0,0,0
-5.44,2.2022e-05,0,0,0
-5.44,2.002e-05,0,0,0
-5.44,1.8018e-05,0,0,0
-5.44,2.6026e-05,0,0,0
-5.44,3.003e-05,0.001,0,0
