50,1
50,1
50,1
50,1
50,1
50,1
50,1
50,1
50,1
50,1
49.95,1
49.95,1
49.95,1
49.95,1
49.95,1
49.95,1
49.95,1
49.95,1
49.95,1
49.95,1
49.9,1
49.9,1
49.9,1
49.9,1
49.9,1
49.9,1
49.9,1
49.9,1
49.9,1
49.9,1
49.85,1
49.85,1
49.85,1
49.85,1
49.85,1
49.85,1
49.85,1
49.85,1
49.85,1
49.85,1
49.8,1
49.8,1
49.8,1
49.8,1
49.8,1
49.8,1
49.8,1
49.8,1
49.8,1
49.8,1
49.75,1
49.75,1
49.75,1
49.75,1
49.75,1
49.75,1
49.75,1
49.75,1
49.75,1
49.75,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.65,1
49.65,1
49.65,1
49.65,1
49.65,1
49.65,1
49.65,1
49.65,1
49.65,1
49.65,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.55,1
49.55,1
49.55,1
49.55,1
49.55,1
49.55,1
49.55,1
49.55,1
49.55,1
49.55,1
49.5,1
49.5,1
49.5,1
49.5,1
49.5,1
49.5,1
49.5,1
49.5,1
49.5,1
49.5,1
49.45,1
49.45,1
49.45,1
49.45,1
49.45,1
49.45,1
49.45,1
49.45,1
49.45,1
49.45,1
49.4,1
49.4,1
49.4,1
49.4,1
49.4,1
49.4,1
49.4,1
49.4,1
49.4,1
49.4,1
49.35,1
49.35,1
49.35,1
49.35,1
49.35,1
49.35,1
49.35,1
49.35,1
49.35,1
49.35,1
49.3,1
49.3,1
49.3,1
49.3,1
49.3,1
49.3,1
49.3,1
49.3,1
49.3,1
49.3,1
49.25,1
49.25,1
49.25,1
49.25,1
49.25,1
49.25,1
49.25,1
49.25,1
49.25,1
49.25,1
49.2,1
49.2,1
49.2,1
49.2,1
49.2,1
49.2,1
49.2,1
49.2,1
49.2,1
49.2,1
49.15,1
49.15,1
49.15,1
49.15,1
49.15,1
49.15,1
49.15,1
49.15,1
49.15,1
49.15,1
49.1,1
49.1,1
49.1,1
49.1,1
49.1,1
49.1,1
49.1,1
49.1,1
49.1,1
49.1,1
49.05,1
49.05,1
49.05,1
49.05,1
49.05,1
49.05,1
49.05,1
49.05,1
49.05,1
49.05,1
49,1
49,1
49,1
49,1
49,1
49,1
49,1
49,1
49,1
49,1
48.95,1
48.95,1
48.95,1
48.95,1
48.95,1
48.95,1
48.95,1
48.95,1
48.95,1
48.95,1
48.9,1
48.9,1
48.9,1
48.9,1
48.9,1
48.9,1
48.9,1
48.9,1
48.9,1
48.9,1
48.85,1
48.85,1
48.85,1
48.85,1
48.85,1
48.85,1
48.85,1
48.85,1
48.85,1
48.85,1
48.8,1
48.8,1
48.8,1
48.8,1
48.8,1
48.8,1
