7,0.999986
7,0.999978
7,0.99998
7,0.999974
7,0.999984
7,0.999984
7,0.999992
7,0.999992
7,0.999992
7,0.999988
6.995,0.999978
6.995,0.999984
6.995,0.99999
6.995,0.999982
6.995,0.999984
6.995,0.999984
6.995,0.999982
6.995,0.999982
6.995,0.999984
6.995,0.99998
6.99,0.999984
6.99,0.999994
6.99,0.99999
6.99,0.999988
6.99,0.99998
6.99,0.999986
6.99,0.999988
6.99,0.99999
6.99,0.999978
6.99,0.999972
6.985,0.999968
6.985,0.999984
6.985,0.99999
6.985,0.999988
6.985,0.999986
6.985,0.99999
6.985,0.999992
6.985,0.999988
6.985,0.999982
6.985,0.999978
6.98,0.999992
6.98,0.99997
6.98,0.99998
6.98,0.999974
6.98,0.999988
6.98,0.999992
6.98,0.999994
6.98,0.99998
6.98,0.999978
6.98,0.999978
6.975,0.99998
6.975,0.999984
6.975,0.999982
6.975,0.999988
6.975,0.999984
6.975,0.99999
6.975,0.99999
6.975,0.999988
6.975,0.99998
6.975,0.999976
6.97,0.999986
6.97,0.999984
6.97,0.99998
6.97,0.999982
6.97,0.999988
6.97,0.999976
6.97,0.999982
6.97,0.999992
6.97,0.999978
6.97,0.999988
6.965,0.999976
6.965,0.999982
6.965,0.999992
6.965,0.999976
6.965,0.99997
6.965,0.99997
6.965,0.99999
6.965,0.999984
6.965,0.999976
6.965,0.99998
6.96,0.999988
6.96,0.99998
6.96,0.99998
6.96,0.999978
6.96,0.999988
6.96,0.999986
6.96,0.99998
6.96,0.999978
6.96,0.999986
6.96,0.99998
6.955,0.999986
6.955,0.999988
6.955,0.99998
6.955,0.999984
6.955,0.999976
6.955,0.999986
6.955,0.999988
6.955,0.999982
6.955,0.999976
6.955,0.999992
6.95,0.999984
6.95,0.99997
6.95,0.999978
6.95,0.999984
6.95,0.999982
6.95,0.999976
6.95,0.99999
6.95,0.999986
6.95,0.999976
6.95,0.99998
6.945,0.999974
6.945,0.999986
6.945,0.99998
6.945,0.999984
6.945,0.999984
6.945,0.99998
6.945,0.999972
6.945,0.999988
6.945,0.99998
6.945,0.999984
6.94,0.999976
6.94,0.999982
6.94,0.999982
6.94,0.99998
6.94,0.99998
6.94,0.99998
6.94,0.999978
6.94,0.999982
6.94,0.999994
6.94,0.999984
6.935,0.99997
6.935,0.99998
6.935,0.99998
6.935,0.999984
6.935,0.999984
6.935,0.999982
6.935,0.999978
6.935,0.999986
6.935,0.999974
6.935,0.999968
6.93,0.999972
6.93,0.999988
6.93,0.999974
6.93,0.99998
6.93,0.999974
6.93,0.999978
6.93,0.99997
6.93,0.999982
6.93,0.99999
6.93,0.999984
6.925,0.99999
6.925,0.999982
6.925,0.999978
6.925,0.999978
6.925,0.999978
6.925,0.99998
6.925,0.999984
6.925,0.999992
6.925,0.999982
6.925,0.999982
6.92,0.999982
6.92,0.999972
6.92,0.99998
6.92,0.999978
6.92,0.99998
6.92,0.999968
6.92,0.999966
6.92,0.999982
6.92,0.999988
6.92,0.999982
6.915,0.999978
6.915,0.999978
6.915,0.999984
6.915,0.99999
6.915,0.999974
6.915,0.999976
6.915,0.99998
6.915,0.99998
6.915,0.999974
6.915,0.999984
6.91,0.999984
6.91,0.999986
6.91,0.99999
6.91,0.999978
6.91,0.999976
6.91,0.999986
